idFinal,Segment,Proposal,idcod,atr0,atr1,atr2,atr3,atr4,atr5,atr6,atr7
1816_LibroUAC_Sincopyright.pdf,"Este retiro no está afecto a descuentos previsionales ni paga impuesto a la renta jubilación anticipada. Las mujeres pueden jubilarse anticipadamente antes de los 60 años y los hombres antes de los 65, pero se recomienda evitarlo pues la pensión será baja.","Este retiro no está sujeto a descuentos previsionales ni paga impuesto a la renta. Jubilación anticipada: las personas pueden jubilarse anticipadamente, pero se recomienda evitarlo pues la pensión será baja.",3 Filtrado_Sugeily_DC.xlsx,15,18,14,5,,,,
1817_LibroUAC_Sincopyright.pdf,Si demoras la jubilación se obtendrá una mayor pensión. Descuentos mensuales un 7 % legal de la pensión para salud y más si se cuenta con plan de isapre.,Si demoras la jubilación se obtendrá una mayor pensión. Descuentos mensuales: un siete por ciento legal de la pensión para salud y más si cuenta con plan de isapre.,3 Filtrado_Sugeily_DC.xlsx,14,18,15,,,,,
1818_LibroUAC_Sincopyright.pdf,"Impuesto a la renta sobre pensiones superiores a 13,5 uf y comisiones de la AFP.",Impuesto a la renta sobre pensiones superiores a trece coma cinco Unidad de Fomento y comisiones de la Administración de Fondos de Pensiones.,3 Filtrado_Sugeily_DC.xlsx,13,15,14,,,,,
1820_LibroUAC_Sincopyright.pdf,"El pilar solidario es un derecho formal de pensiones incorporado en la Ley de Reforma Previsional N.° 20.255 de 2007, complementaria a los decretos N.° 3500 y 3501 del sistema previsional.",El pilar solidario es un derecho formal de pensiones incorporado en la Ley de Reforma Previsional del dos mil siete. Es complementaria a los decretos número tres mil quinientos y tres mil quinientos uno del sistema previsional.,3 Filtrado_Sugeily_DC.xlsx,15,14,5,,,,,
1822_LibroUAC_Sincopyright.pdf,"Recoge beneficios y subsidios anteriores y los mejora y amplía a partir de esa fecha, para personas que no tienen ahorros previsionales (dueñas de casa, indigentes, personas con capacidades diferentes sin previsión) o sin pensión en otro régimen previsional, y que cumplan con los requisitos determinados por la ley.",Recoge beneficios y subsidios anteriores y los mejora y amplía a partir de esa fecha. Es para personas sin ahorros previsionales o sin pensión en otro régimen previsional. Estas tienen que cumplir con los requisitos determinados por la ley .,3 Filtrado_Sugeily_DC.xlsx,15,16,5,,,,,
1829_LibroUAC_Sincopyright.pdf,Se pagan al afiliado cuando son de invalidez parcial o total y al o la cónyuge u otros beneficiarios cuando se trata de fallecimientos.,Se pagan al afiliado cuando son de invalidez parcial o total. Se pagan a la pareja u otros beneficiarios cuando se trata de fallecimientos.,3 Filtrado_Sugeily_DC.xlsx,15,5,,,,,,
1832_LibroUAC_Sincopyright.pdf,La pensión por accidentes del trabajo y enfermedades profesionales: se rige por disposiciones de la Ley N.744 y se financian con las cotizaciones previsionales a cargo de los empleadores.,La pensión por accidentes del trabajo y enfermedades profesionales: regida por las disposiciones de la Ley Número setecientos cuarenta y cuatro. Se financian con las cotizaciones previsionales a cargo de los empleadores.,3 Filtrado_Sugeily_DC.xlsx,15,14,5,,,,,
1836_LibroUAC_Sincopyright.pdf,"Es una cotización variable de acuerdo con el riesgo de la empresa y va del 0,95 % al 3,5 % de las remuneraciones.",Es una cotización variable de acuerdo con el riesgo de la empresa. Va del cero coma noventa y cinco por ciento al tres coma cinco por ciento de las remuneraciones.,3 Filtrado_Sugeily_DC.xlsx,14,15,,,,,,
1837_LibroUAC_Sincopyright.pdf,"Uso del ahorro:
Si se fue previsor, otra fuente de ingresos a la que echar mano en la etapa de jubilación, además de las indemnizaciones y las pensiones, es a los ahorros.",Uso del ahorro: otra fuente de ingresos en la etapa de jubilación es la de los ahorros.,3 Filtrado_Sugeily_DC.xlsx,15,5,,,,,,
1840_LibroUAC_Sincopyright.pdf,"Lo mejor es hacer un plan de retiros para complementar los ingresos por indemnizaciones recibidas y pensión, balanceando adecuadamente los ingresos con los gastos de esta nueva etapa de vida.",Lo mejor es hacer un plan de retiros para complementar los ingresos por indemnizaciones recibidas y pensión. Esto permite balancear adecuadamente los ingresos con los gastos de esta nueva etapa de vida.,3 Filtrado_Sugeily_DC.xlsx,15,12,,,,,,
1841_LibroUAC_Sincopyright.pdf,"Igual que en otros momentos, ayuda al orden financiero, hacer y tener siempre a mano un presupuesto.","Igual que en otros momentos, ayuda al orden financiero hacer un presupuesto.",3 Filtrado_Sugeily_DC.xlsx,18,5,,,,,,
1844_LibroUAC_Sincopyright.pdf,"No retirar ni vender todo, tampoco regalar inversiones financieras, retirar depósitos, fondos mutuos, acciones o similares a lo largo del tiempo.","No retirar ni vender todo. A lo largo del tiempo, no regalar inversiones financieras, retirar depósitos, fondos mutuos, acciones o similares.",3 Filtrado_Sugeily_DC.xlsx,18,15,,,,,,
1845_LibroUAC_Sincopyright.pdf,"Ideal usar solo los intereses, dividendos o ganancias que se producen periódicamente bienes raíces mejor arrendar para tener los ingresos mes a mes.","Es ideal usar solo los intereses, dividendos o ganancias que se producen periódicamente. Bienes raíce: es mejor arrendar para tener los ingresos mes a mes.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1848_LibroUAC_Sincopyright.pdf,"Hacer uso de beneficios municipales y fiscales como rebaja de contribuciones, rebajas en gastos de aseo, agua u otros automóvil si ya no se lo necesita, se puede vender o regalar a un familiar.","Hacer uso de beneficios municipales y fiscales como rebaja de contribuciones, rebajas en gastos de aseo, agua u otros. Automóvil, si no lo necesita lo puede vender o regalar a un familiar.",3 Filtrado_Sugeily_DC.xlsx,15,18,5,,,,,
1849_LibroUAC_Sincopyright.pdf,"Al usar taxi, metro o arrendar vehículos, nos libramos de trancones y gastos de mantenimiento, además se contribuye a la descontaminación evitar los juegos de azarlos juegos de azar son riesgosos.","Al usar taxi, metro o arrendar vehículos, nos libramos de trancones y gastos de mantenimiento. Además, se contribuye a la descontaminación. Evitar los juegos de azar porque son riesgosos.",3 Filtrado_Sugeily_DC.xlsx,18,15,5,,,,,
1850_LibroUAC_Sincopyright.pdf,"Hay otras entretenciones muchísimo más seguras. ¿Qué hacer, entonces?",Hay otras entretenciones muchísimo más seguras.,3 Filtrado_Sugeily_DC.xlsx,18,5,,,,,,
1851_LibroUAC_Sincopyright.pdf,"Si se recibió una herencia durante la vida ya se sabe de qué se trata y lo bien que le hacen estos recursos «caídos del cielo» a quienes son favorecidos, pero, ahora, toca distribuir lo mucho o poco que, como adulto mayor, se pudo acumular.","Si recibió una herencia, sabe lo beneficiosos que son estos recursos inesperados. Pero toca distribuir lo que, como adulto mayor, se pudo acumular.",3 Filtrado_Sugeily_DC.xlsx,15,21,18,5,99,,,
1855_LibroUAC_Sincopyright.pdf,"Los libros son un problema —un cacho como diríamos en Chile—, la familia no los quiere, tampoco los amigos, los posibles interesados ya murieron.","Los libros son un problema. La familia no los quiere, tampoco los amigos, los posibles interesados ya murieron.",3 Filtrado_Sugeily_DC.xlsx,21,15,5,,,,,
1858_LibroUAC_Sincopyright.pdf,"Lo mejor, insinuaba Eco, es deshacerse de ellos cuanto antes, regalarlos y que darse con uno que otro «incunable», pero nada más.","Lo mejor, insinuaba Eco, es deshacerse de ellos cuanto antes. Regalarlos y quedarse con alguno especial, pero nada más.",3 Filtrado_Sugeily_DC.xlsx,21,15,5,1,,,,
1860_LibroUAC_Sincopyright.pdf,"Cuando la herencia es cuantiosa, el temor de una sobrecarga de impuesto sobre ella pasa a ser un problema y es mejor resolverlo anticipadamente.","Cuando la herencia es grande, el temor de una sobrecarga de impuesto sobre ella pasa a ser un problema. Es mejor resolverlo anticipadamente.",3 Filtrado_Sugeily_DC.xlsx,15,1,,,,,,
1862_LibroUAC_Sincopyright.pdf,"No es extraño, por ejemplo, que una persona reparta parte de sus bienes a los hijos e hijas a medida que crecen; para estudios, para un viaje, para su primer auto, para el pie de una vivienda.","No es extraño, por ejemplo, que una persona reparta parte de sus bienes a los hijos e hijas a medida que crecen. Para estudios, para un viaje, para su primer auto, para el pie de una vivienda.",3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
1865_LibroUAC_Sincopyright.pdf,"Si no los hubiere, el heredero final es el fisco testamento documento formal por el cual una persona dispone de todo o parte de sus bienes y tiene pleno efecto después de su muerte.","Si no hay herederos, el heredero final es el fisco. Testamento: documento formal para que una persona disponga de todo o parte de sus bienes. Tiene pleno efecto después de su muerte.",3 Filtrado_Sugeily_DC.xlsx,11,15,18,,,,,
1866_LibroUAC_Sincopyright.pdf,"La ley indica quiénes son los herederos y las cuotas correspondientes, pero el testador puede, a su voluntad, dejar algunos bienes a terceros.",La ley indica las personas herederas y las cuotas correspondientes. Pero el testador puede dejar algunos bienes a terceros si es su voluntad.,3 Filtrado_Sugeily_DC.xlsx,15,5,18,,,,,
1867_LibroUAC_Sincopyright.pdf,Mejor si se legaliza en notaría. Posesión efectiva: resolución de un tribunal o del registro civil en favor de los herederos. Reconociéndoles la calidad de tales y la facultad de disponer de los bienes una vez cumplido los demás trámites establecidos por la ley impuesto a la herencia: la ley de herencia número.,Mejor si se legaliza en notaría. Posesión efectiva: resolución de un tribunal o del registro civil en favor de los herederos. Reconoce la calidad de estos y les permite disponer de los bienes cuando cumplan los trámites establecidos por la ley. Impuesto a la herencia: la ley de herencia número.,3 Filtrado_Sugeily_DC.xlsx,15,12,18,5,,,,
1869_LibroUAC_Sincopyright.pdf,"271 contempla, sobre el valor líquido de la herencia, un impuesto progresivo por tramos con una primera parte exenta.",doscientos setenta y uno contempla un impuesto progresivo por tramos con una primera parte exenta. Lo hace sobre el valor líquido de la herencia.,3 Filtrado_Sugeily_DC.xlsx,14,15,18,,,,,
1870_LibroUAC_Sincopyright.pdf,"Lo deben pagar los herederos. Propiedad de lo heredado: los causantes o herederos pasan a ser propietarios individuales de los bienes con la distribución de estos y trámite de la posesión efectiva. Bienes en comunidad: mientras los herederos no perfeccionen la herencia a través de la posesión efectiva son comuneros y pueden administrar los bienes heredados en comunidad. Herencias cuantiosas: para fines legales y tributario, es recomendable asesorarse por abogados y auditores expertos en estas materias.","Lo deben pagar los herederos. Propiedad de lo heredado: los herederos serán propietarios individuales de los bienes hasta realizar el trámite de la posesión efectiva. Bienes en comunidad: si los herederos no realizan la posesión efectiva, los bienes son comunes y pueden administrarse en conjunto. Herencias cuantiosas: para fines legales y tributario, es recomendable asesorarse por abogados y auditores expertos en estas materias.",3 Filtrado_Sugeily_DC.xlsx,15,5,18,99,,,,
1870b_LibroUAC_Sincopyright.pdf,"Es recomendable que el tema de la herencia quede resuelto en vida y haya claridad acerca de lo que esta implica y la importancia de conocer qué significa un testamento, una posesión efectiva, el impuesto a las herencias y las comunidades hereditarias.","Es recomendable que el tema de la herencia quede resuelto en vida y haya claridad acerca de lo que esta implica. Es necesario conocer la importancia de un testamento, una posesión efectiva, el impuesto a las herencias y las comunidades hereditarias.",3 Filtrado_Sugeily_DC.xlsx,15,5,,,,,,
1873_LibroUAC_Sincopyright.pdf,"Y, aun con testamento, debe tenerse presente que el testador no puede dis-poner arbitrariamente de todo, sino que deberá repartir al menos el 50 % de su patrimonio a los herederos legítimos, esto es: hijos, hijas y cónyuge.","Debe recordarse que el testador no puede disponer arbitrariamente de todo. Este debe repartir al menos el cincuenta por ciento de su patrimonio a los herederos legítimos. Esto es: hijos, hijas y cónyuge.",3 Filtrado_Sugeily_DC.xlsx,15,16,14,99,,,,
1876_LibroUAC_Sincopyright.pdf,"Al final, hemos hecho un recorrido por la administración y control de las finanzas personales y familiares desde la concepción, pasando por la niñez, vida laboral de adultos, de jubilados y, sin dramatismo, llegamos a la última fase: la muerte.","Recorrimos la administración y control de las finanzas personales y familiares. Desde la concepción, la niñez, vida laboral de adultos y la jubilación. Ahora coresponde la última fase: la muerte.",3 Filtrado_Sugeily_DC.xlsx,15,5,12,,,,,
1882_LibroUAC_Sincopyright.pdf,"Un buen punto de partida es decidir si solo una persona se encargará de las gestiones involucradas, si es que se formará un comité o bien se le encargará la acción a un tercero.","Deben decidir si solo una persona hará las gestiones involucradas, si formarán un comité o si la acción la hará un tercero.",3 Filtrado_Sugeily_DC.xlsx,15,8,,,,,,
1883_LibroUAC_Sincopyright.pdf,Es importante recalcar que las personas que más saben de estos asuntos y trámites asociados son quienes trabajan en los servicios funerarios; entidades que necesariamente deben contratarse.,Las personas que más saben de estos asuntos y trámites asociados son quienes trabajan en los servicios funerarios. Entidades que necesariamente deben contratarse.,3 Filtrado_Sugeily_DC.xlsx,15,21,99,,,,,
1886_LibroUAC_Sincopyright.pdf,"Se aconseja pedir varios ejemplares ya que son necesarios para realizar cualquier trámite relacionado a la persona fallecida. Gastos funerarios: contratar el servicio completo con una empresa, previa consulta de precios con dos o tres funerarias más cementerio o cinerario quizás esta decisión ya haya estado tomada por la familia o por la persona fallecida y el servicio ya esté contratado.
Financiamiento recurrir a isapre, fonasa, cajas de compensación, asociaciones profesionales, bienestar de la empresa o demás instituciones donde estuvo afiliada la persona fallecida y consultar por bono y subsidios tarjetas de crédito, débito y préstamos, incluso deudas hipotecarias ejecutar los seguros de desgravámenes.","Se aconseja pedir varios ejemplares, ya que son necesarios para realizar cualquier trámite relacionado a la persona fallecida. Gastos funerarios: contratar el servicio completo con una empresa tras haber comparado precios con otras funerarias. Además, contratar el cementerio o cinerario. Quizás esta decisión ya fue tomada y el servicio ya esté contratado.
Financiamiento: recurrir a Isapre, Fonasa, cajas de compensación, asociaciones profesionales, bienestar de la empresa o demás instituciones donde estuvo afiliada la persona fallecida. Consultar por bono y subsidios, tarjetas de crédito, débito y préstamos, incluso deudas hipotecarias. Ejecutar los seguros de desgravámenes.",3 Filtrado_Sugeily_DC.xlsx,18,15,99,,,,,
1887_LibroUAC_Sincopyright.pdf,"Para esto es necesario contar con los certificados de defunción, seguros en favor de terceros. Averiguar, en el banco y compañías de seguros, por las y los beneficiarios inversiones financieras, acciones o similares consultar en el banco pues son parte de los bienes de posesión efectiva.","Para esto, es necesario contar con los certificados de defunción seguros. En favor de terceros, averiguar por las personas beneficiarias, inversiones financieras, acciones o similares. Consultar en el banco, pues son parte de los bienes de posesión efectiva.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1910_LibroUAC_Sincopyright.pdf,Invento del ingeniero Clément Ader (1841-1925).,Invento del ingeniero Clément Ader (mil ochocientos cuarenta y uno a mil novecientos veinticinco).,3 Filtrado_Sugeily_DC.xlsx,18,14,,,,,,
1914_LibroUAC_Sincopyright.pdf,"Dice relación con las empresas que, en los últimos años, vienen tecnologizando servicios financieros en todo el mundo.",Dice relación con las empresas que tecnologizan servicios financieros en todo el mundo.,3 Filtrado_Sugeily_DC.xlsx,12,18,,,,,,
1916_LibroUAC_Sincopyright.pdf,"Por ejemplo, para designar a la Organización de Naciones Unidades se usa ONU, para referirse a la Corporación de Fomento a la Producción utilizamos Corfo.","Por ejemplo, para designar a la Organización de Naciones Unidades se usa ""o, ene, u"". Para referirse a la Corporación de Fomento a la Producción utilizamos ""Corfo"".",3 Filtrado_Sugeily_DC.xlsx,13,15,,,,,,
1919_LibroUAC_Sincopyright.pdf,"A continuación, se listan siglas y abreviaturas de uso frecuente —algunas empleadas en este texto— en la escritura de docu-mentos, libros de textos, periódicos, revistas y discursos vin-culados a los temas económicos, financieros y relacionados.","A continuación, se listan siglas y abreviaturas frecuentes en la escritura de textos discursos vinculados a los temas económicos, financieros y relacionados.",3 Filtrado_Sugeily_DC.xlsx,15,21,99,,,,,
1924_LibroUAC_Sincopyright.pdf,"Normas Internacionales de Información Financiera emitidas por el IASBIMACEC Índice Mensual de Actividad Económica (del Banco Central) INE Instituto Nacional de EstadísticasIPC Índice de Precios al Consumidor IPM Índice de Precios al por MayorIPSA Índice de Precios Selectivo de AccionesISAPRE Institución de Salud PrevisionalOIT Organización Internacional del Trabajo (agencia de la ONU) ONU Organización de Naciones UnidasOPEP Organización de Países Exportadores de Petróleo OCDE Organización para la Cooperación y el Desarrollo Económicos PIB Producto Interno BrutoSOAP Seguro Obligatorio de Accidentes   Personales (de cargo a los propietarios de   vehículos motorizados)SBIF Superintendencia de Bancos e Instituciones FinancierasSII Servicio de Impuestos Internos (del Ministerio de Hacienda)SNA Sociedad Nacional de AgriculturaSOFOFA Sociedad de Fomento FabrilSTEM Sigla del inglés, en castellano   es equivalente a profesiones relacionadas con las Ciencias, la Tecnología y las Matemáticas TIR Tasa (de interés) Interna de RetornoVAN Valor Actual (o presente) Neto.","Normas Internacionales de Información Financiera emitidas por el IMACEC: Índice Mensual de Actividad Económica (del Banco Central). INE: Instituto Nacional de Estadísticas. IPC: Índice de Precios al Consumidor. IPM: Índice de Precios al por Mayor. IPSA: Índice de Precios Selectivo de Acciones. ISAPRE: Institución de Salud Previsional. OIT: Organización Internacional del Trabajo. ONU: Organización de Naciones Unidas. OPEP: Organización de Países Exportadores de  Petróleo. OCDE: Organización para la Cooperación y el Desarrollo Económicos. PIB: Producto Interno Bruto. SOAP: Seguro Obligatorio de Accidentes Personales. SBIF: Superintendencia de Bancos e   Instituciones Financieras. SII: Servicio de Impuestos Internos. SNA: Sociedad Nacional de Agricultura. SOFOFA: Sociedad de Fomento Fabril. STEM: Sigla del inglés, español es equivalente a profesiones relacionadas con las Ciencias, la Tecnología y las Matemáticas. TIR: Tasa (de interés) Interna de Retorno. VAN: Valor Actual (o presente) Neto.",3 Filtrado_Sugeily_DC.xlsx,15,18,99,,,,,
1927_LibroUAC_Sincopyright.pdf,"Código de barra:  invento de J. Wood-land, J. Johanson y B. Silver en 1952, en Estados Unidos. Sus primeras aplicaciones datan de 1966, pero su éxito comercial se dio a partir de 1980. El código de barra contiene información sobre calidad, precios, tamaño y otros datos inventariables. Por su utilidad, es empleado en todo el mundo para etiquetar productos.","Cpodigo de barra: invento de J. Wood-land, J. Johanson y B. Silver en mil novecientos cincienta y dos en Estados Unidos. Su éxito comercial se dio a partir de mil novecientos ochenta. El código de barra contiene información sobre calidad, precios, tamaño y otros datos inventariables. Por su utilidad, es empleado en todo el mundo para etiquetar productos.",3 Filtrado_Sugeily_DC.xlsx,15,14,18,,,,,
1935_LibroUAC_Sincopyright.pdf,"Código QR:  invento de la compañía japonesa Denso Wave, subsidiaria de Toyota, en 1994.","Código de respuesta rápida:  invento de la compañía japonesa Denso Wave, subsidiaria de Toyota, en mil novecientos noventa y cuatro.",3 Filtrado_Sugeily_DC.xlsx,18,14,13,,,,,
1938_LibroUAC_Sincopyright.pdf,El código QR viene del inglés Quick Response Code o código de respuesta rápida.,El código significa Quick Response Code o código de respuesta rápida.,3 Filtrado_Sugeily_DC.xlsx,18,13,,,,,,
1939_LibroUAC_Sincopyright.pdf,"Copago: pago de una parte de una cuenta, de cargo de un usuario o consu-midor por una determinada prestación.",Copago: pagar parte de una cuenta de cargo de un usuario por una determinada prestación.,3 Filtrado_Sugeily_DC.xlsx,18,5,,,,,,
1942_LibroUAC_Sincopyright.pdf,"Activos:  recursos económicos sobre los que se tiene control y, según el estándar IFRS, con capacidad para generar ingresos futuros.","Activos: recursos económicos sobre los que se tiene control. Según el estándar de las Normas Internacionales de Información Financiera, tienen capacidad para generar ingresos futuros.",3 Filtrado_Sugeily_DC.xlsx,18,13,,,,,,
1946_LibroUAC_Sincopyright.pdf,"Activos biológicos:  según el estándar IFRS, plantas y animales vivos destinados al cultivo, reproducción, engorda o trabajo.","Activos Biológicos: plantas y animales vivos destinados al cultivo, reproducción, engorde o trabajo.",3 Filtrado_Sugeily_DC.xlsx,13,18,5,,,,,
1948_LibroUAC_Sincopyright.pdf,"Auditoría financiera: examen de estados financieros, realizado por un/a auditor/a independiente, para emitir una opinión fundada sobre la razonabilidad financiera de una empresa, programa o proyecto específico.","Auditoría Financiera: examen de estados financieros. Son realizados por una persona auditora independiente. Su fin es emitir una opinión fundada sobre la razonabilidad financiera de una empresa, programa o proyecto específico.",3 Filtrado_Sugeily_DC.xlsx,21,15,18,99,,,,
1950_LibroUAC_Sincopyright.pdf,"Big data:  término reciente y evolutivo que describe cantidades voluminosas de datos disponibles o asequibles, especialmente en o con medios electrónicos, y potenciales de ser empleados para obtener información.",Big Data: término reciente y evolutivo que describe cantidades voluminosas de datos disponibles o asequibles. En especial con medios electrónicos y potenciales para ser empleados para obtener información.,3 Filtrado_Sugeily_DC.xlsx,13,15,18,,,,,
1956_LibroUAC_Sincopyright.pdf,"Comisión: valor que cobra un banco o el comercio por un crédito o servicio financiero; remuneración de un vendedor o; en general, el precio de servicios prestados o recibidos.",Comisión: valor que cobra un banco o el comercio por un crédito o servicio financiero. Es la remuneración de un vendedor o el precio de servicios prestados o recibidos.,3 Filtrado_Sugeily_DC.xlsx,18,15,21,5,,,,
1959_LibroUAC_Sincopyright.pdf,"Contrato de adhesión: documento de acuerdos entre comprador y vendedor, generalmente, elaborado por el vendedor o prestador de servicios donde el usuario o comprador simplemente acepta sin participar en la preparación de las cláusulas de este.","Contrato de adhesión: documento de acuerdos entre comprador y vendedor. Generalmente, es elaborado por el vendedor o prestador de servicios. El usuario o comprador acepta sin participar en la preparación de las cláusulas del documento.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1961_LibroUAC_Sincopyright.pdf,"Por ejemplo, los contratos de seguros, de salud y de servicios públicos (luz, agua, teléfono).","Por ejemplo, los contratos de seguros, de salud y de servicios públicos.",3 Filtrado_Sugeily_DC.xlsx,16,5,,,,,,
1967_LibroUAC_Sincopyright.pdf,Crecimiento económico: expresión empleada para explicar el mejoramiento de la economía medida en función y en proporción del producto interno bruto (PIB) de los países.,Crecimiento económico: explica la mejora de la economía medida en función y en proporción del producto interno bruto de los países.,3 Filtrado_Sugeily_DC.xlsx,13,18,99,,,,,
1969_LibroUAC_Sincopyright.pdf,"Crédito: (del latín credĭtum, que signi-fica creer, confiar) es una operación financiera en la que una persona (el que presta, también llamado acreedor) realiza un préstamo por una cantidad de dinero a otra persona (el que recibe o deudor) y este último se compromete a devolver la cantidad solicitada, más el pago de intereses, seguros y costos asociados, en el tiempo y condiciones acordadas.","CREDITO: es una operación financiera en la que una persona realiza un préstamo por una cantidad de dinero a otra persona. Esta se compromete a devolver la cantidad solicitada, más los intereses, seguros y costos asociados, en el tiempo y condiciones acordadas.",3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
1971_LibroUAC_Sincopyright.pdf,"Cultura financiera:  conjunto de conocimientos, ideas y prácticas disciplinarias necesarias para interpretar, transmitir y tomar decisiones financieras con recursos propios o ajenos y de forma sensata a lo largo de la vida.","Cultura Financiera: conocimientos, ideas y prácticas disciplinarias para interpretar, transmitir y tomar decisiones financieras de forma sensata durante toda la vida.",3 Filtrado_Sugeily_DC.xlsx,15,18,5,,,,,
1973_LibroUAC_Sincopyright.pdf,"Delación compensada:  figura legal que exime o reduce las sanciones a empresas o personas que se coluden, en la medida que aporten evidencia para acreditar delitos, particularmente de tipo de económico, y para identificar a más responsables.","Delación compensada: figura legal que exime o reduce las sanciones a empresas o personas. Solo aplica en caso de que aportan evidencia para acreditar delitos, particularmente de tipo de económico, e identificar más responsables.",3 Filtrado_Sugeily_DC.xlsx,18,15,5,,,,,
1982_LibroUAC_Sincopyright.pdf,DICOM: registro de deudores morosos y de acceso público a información sobre la actividad financiera de las personas y las empresas en el sistema financiero y comercial en Chile.,Dicom: registro de acceso público a deudores morosos. Contiene información sobre la actividad financiera de las personas y las empresas en el sistema financiero y comercial en Chile.,3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1984_LibroUAC_Sincopyright.pdf,"E.Commerce: (comercio electrónico) consiste en la distribución, venta, compra, marketing y suministro de información de productos o servicios a través de internet asociado a créditos financieros y pagos en línea.","E.Commerce o comercio electrónico: es la distribución, venta, compra, marketing y suministro de información de productos o servicios mediante internet. Está asociado a créditos financieros y pagos en línea.",3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1985_LibroUAC_Sincopyright.pdf,Economía circular: estrategia de producción y consumo que tiende a reutilizar productos y materias primas para evitar basuras y contaminantes en la naturaleza.,Economía circular: estrategia de producción y consumo que reutiliza productos y materias primas. Pretende evitar basuras y contaminantes en la naturaleza.,3 Filtrado_Sugeily_DC.xlsx,15,18,,,,,,
1987_LibroUAC_Sincopyright.pdf,"El término se utiliza desde fines del siglo pasado en la literatura occidental (Pearce y Turner, 1990) y está sustituyendo al modelo de economía lineal actual (producción-consumo-desecho).",El término se utiliza desde fines del siglo pasado en la literatura occidental. Este modelo sustituyea al modelo de economía lineal actual: producción-consumo-desecho.,3 Filtrado_Sugeily_DC.xlsx,15,16,14,12,,,,
1988_LibroUAC_Sincopyright.pdf,Economía digital: modelo económico de nuevo cuño desarrollado con la proliferación y el uso de medios tecnológicos de información y comunicación (internet).,Economía Digital: nuevo modelo económico desarrollado con la proliferación y el uso de medios tecnológicos de información y comunicación.,3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
1991_LibroUAC_Sincopyright.pdf,"Economía de mercado: modelo económico de organización y asignación de recursos a la producción y al consumo de bienes y servicios, basado en el juego de la oferta y la demanda en mercados libres y competitivos, que privilegia la acción de particulares y limita la acción del Estado.",Economía de mercado: modelo económico de organización y asignación de recursos a la producción y al consumo de bienes y servicios. Está basado en el juego de la oferta y la demanda en mercados libres y competitivos. Privilegia la acción de particulares y limita la acción del Estado.,3 Filtrado_Sugeily_DC.xlsx,18,15,99,,,,,
1995_LibroUAC_Sincopyright.pdf,"Se relaciona con «economías de bienestar» como las aplicadas en países del norte de Europa, alternativa que suaviza el denominado «capitalismo feroz».","Se relaciona con ""economías de bienestar"" como las aplicadas en países del norte de Europa. Esta alternativa suaviza el denominado ""capitalismo feroz"".",3 Filtrado_Sugeily_DC.xlsx,21,15,,,,,,
2002_LibroUAC_Sincopyright.pdf,"Finanzas personales: gestión de recursos financieros de personas y familias para presupuestar, ahorrar y gastar sus recursos económicos en el tiempo teniendo en cuenta rentabilidad, riesgos financieros y acontecimientos de su vida presente y futura.","Finanzas personales: gestión de recursos financieros para presupuestar, ahorrar y gastar sus recursos económicos en el tiempo. Tiene en cuenta la rentabilidad, riesgos financieros y acontecimientos de su vida presente y futura.",3 Filtrado_Sugeily_DC.xlsx,15,5,18,12,,,,
2011_LibroUAC_Sincopyright.pdf,"Gobierno corporativo: institución superior de las empresas, responsable legal y económicamente por los fines, metas y administración de la organización;","Gobierno corporativo: institución superior de las empresas. Es responsable legal y económicamente por los fines, metas y administración de la organización;",3 Filtrado_Sugeily_DC.xlsx,15,21,,,,,,
2017_LibroUAC_Sincopyright.pdf,"Chile finaliza la segunda década del siglo XXI con un índice de 0,46 que lo convierte en el país más desigual entre los de la OCDE.",Chile finaliza la segunda década del siglo veintiuno con un índice de cero coma cuarenta y seis. Esto lo convierte en el país más desigual de la Ocde.,3 Filtrado_Sugeily_DC.xlsx,13,15,14,,,,,
2018_LibroUAC_Sincopyright.pdf,"Globalización:  proceso de interdependencia económica, tecnológica, política, social y cultural a escala mundial entre los países del Orbe acentuado, en los últimos años, por el desarrollo de tecnologías de la información y comunicación (internet).","Globalización: proceso de interdependencia económica, tecnológica, política, social y cultural a escala mundial entre los países del Orbe. Se ha acentuado en los últimos años debido al desarrollo de tecnologías de la información y comunicación.",3 Filtrado_Sugeily_DC.xlsx,15,16,,,,,,
2021_LibroUAC_Sincopyright.pdf,"Huella de carbono:  indicador ambiental que mide la emisión de gases de efecto invernadero expresado en contaminantes atmosféricos (partículas de carbono, CO2) por efecto directo o indirecto de un individuo, organización, evento o producto.","Huella de carbono: indicador ambiental que mide la emisión de gases de efecto invernadero. Es expresado en contaminantes atmosféricos por efecto directo o indirecto de un individuo, organización, evento o producto.",3 Filtrado_Sugeily_DC.xlsx,15,18,13,16,,,,
2023_LibroUAC_Sincopyright.pdf,Se emplea desde 2007 para medir participación en el «calentamiento global».,"Se emplea desde dos mil siete para medir la participación en el ""calentamiento global"".",3 Filtrado_Sugeily_DC.xlsx,21,14,,,,,,
